Date,Author,Verified,Helpful,Title,Body,gpt_status,gpt_reason,BEN ANALYSIS,PAUL ANALYSIS,PATRICK ANALYSIS,DREW ANALYSIS,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on April 3, 2020",Cam,yes,yes,MOLD ON MOLD??,I did the the hand molding and was super excited to see how it was going to turn out. When I took my hand out it looked alright but the next morning when I went to go see how it had turned out it was covered in mold! I’ve tried to find a company email and haven’t been successful. And I was very disappointed by how it turned out. And don’t know how to reach amazon and I want to figure out how it messed up.,Violation,"Seller, order, or shipping feedback","Maybe. It does cover product information, but also mentions that they couldn't find out how to contact the company which could be in violation of the seller feedback section",I don't think this is in violation. Would possibly be a maybe like Ben said but I don't think it would get removed by Amazon,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2N3VSYOIKAYR1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 17, 2018",Gie Biondo,yes,yes,Expensive Failure,"Watched the video more than a dozen times. Seemed foolproof. NOT! Goop was extremely lumpy, like paper mache at best and all too soon we needed to immerse our hands. Goop set fairly fast like the video shows. Removing hands was easy, one at a time. The goop in the cavities of our hands that should have remained collapsed then the whole mold collapsed! It was never a smooth mixture so I doubt if the plaster would have turned out anything resembling hands had we made it that far.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1J88L4FAJ7GXG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on July 12, 2017",Amazon Customer,yes,yes,The time between pink and grey is about 5 seconds ...,"The time between pink and grey is about 5 seconds....Mixed mold, stood up, placed spatula in the sing, sat down and it was set already. I had my kids try to get their hands in it, anyway but nope....For $70 - don't chance it. Was trying to do my kids hand for my husbands birthday and now I wish I hadn't. No present for him this year, i guess....",Not in violation,No violation of Amazon guidelines,,Possible; comments about pricing,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1DKMO2A71UM22/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on August 11, 2021",Haley NeumanHaley Neuman,yes,yes,MOLD!?!?,Was absolutely beautiful! Turned out amazing and super easy to do! But developed mold!?! Now have to throw away... disgusting!!! I’m furious!,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,https://m.media-amazon.com/images/I/B1j7qnbzOcS.jpg,-,https://www.amazon.com/gp/customer-reviews/R30RL9DI3PY7EC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 21, 2019",Austin LoweAustin Lowe,yes,yes,Is not in a 2 gallon bucket,This product is not what appears in the first image. I thought this product came in a half bucket and it turns out that its in a bucket thats not even the hight of my hand. The image is very misleading. Would never get this again.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,https://images-na.ssl-images-amazon.com/images/I/61sVHi8zMXL.jpg,-,https://www.amazon.com/gp/customer-reviews/R13YBN2EZGNFRK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on June 16, 2019",Dr.NikkiiDr.Nikkii,yes,yes,Such a disappointment,"Brought for fathers day, read the instructions carefully and did everything correctly and this happened!!!’ Ughhhh never again",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,"https://images-na.ssl-images-amazon.com/images/I/710HN1fv6IL.jpg , https://images-na.ssl-images-amazon.com/images/I/71qnXcLeDOL.jpg , https://images-na.ssl-images-amazon.com/images/I/81SKlCOUWGL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3QGQFJS5T43VC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 7, 2018",Amazon Customer,yes,yes,Not worth it.,"Not worth it. The instructions are detailed and good, but the actual product is terrible. The bucket is also too small to fit anything more than 1 hand. Extremely disappointed.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3OPV3PKZAUNOX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 26, 2018",Amazon CustomerAmazon Customer,yes,yes,Pink spots develop after it’s done,"This is what happened after a few days after being done , pinkish red spots all over the hands . Very disappointing to see.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,"https://images-na.ssl-images-amazon.com/images/I/71+Kl08nhJL.jpg , https://images-na.ssl-images-amazon.com/images/I/71SJw-47S-L.jpg",-,https://www.amazon.com/gp/customer-reviews/R355MEU7G492PA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 11, 2017",Marcus Wilson,yes,yes,waste of money,"mold set up before we could even get our hands into it, waste of money. used warm water as per directions and this set almost before we could mix it up.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3PJOERSCBU36R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 5, 2018",Frank Jones,yes,yes,One Star,Not coming out as smooth as the video.. video was edited to make the statue look better,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R6OROIUBOP2RH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on July 21, 2017",Amazon Customer,yes,yes,One Star,Mine started to get mold spots on it after only three days :(,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R719CWTKLZBJV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on October 7, 2020",Brian LeeBrian Lee,yes,yes,Not worth it,one week after completion small black dots appeared everywhere. I tried many different chemicals but not worth of trying. I would not recommend it.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,"https://images-na.ssl-images-amazon.com/images/I/61L8aqnxdJL.jpg , https://images-na.ssl-images-amazon.com/images/I/71xqD4ZBT4L.jpg",-,https://www.amazon.com/gp/customer-reviews/RCFJ0S1X01XWA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 6, 2018",J. St Pierre,yes,yes,It did come out great. However,"I spent a TON of time making a cast of my hand as a project for my son. It did come out great. However, the very first time it got (gently) bumped, two fingers snapped off. All that time and effort down the drain. Also, the kit really needs to be about 25-50% bigger (bigger bucket, more mold and more casting powder. I have average sized adult hands and it was just a bit too small for what I had in mind. The final cast didn't include my whole hand up to the wrist - had to stop around the heel of my thumb because the bucket wasn't deep enough. Other reviewers are also correct that this is a two person job, the materials are very finicky, and you need to move fast in order to not ruin it.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1ED7KTIEPRDHM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on August 15, 2022",Randy Winkler,yes,yes,Disappointment,It is a compete failure and we did follow all instructions,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2U3FSZDI3T8FB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on November 10, 2020",NateNate,yes,yes,"Did not work, at all!","I need a refund or return/exchange on this item because as I read the instructions and watched the video guide, I have mimicked the directions exactly. Even though I followed the direct intrustions as I began to mix the water and the molding powder, the mixture began to turn pink but then quickly within seconds got hard and whitened and became chunky then solid in under a minute, I was unable to shake around and dip our hands in like the video presented.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,https://images-na.ssl-images-amazon.com/images/I/71arPkv1vOL.jpg,-,https://www.amazon.com/gp/customer-reviews/R15J96CGFTS8FL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on May 21, 2021",JohnF,yes,yes,Don't buy!,"Very disappointed. This was my anniversary gift to my wife. We followed the directions to a T, but it didn't set solid, even after almost 6 minutes. When we pulled our hands out, it tore apart. Threw the whole mess into the trash. Nothing left to even try for a return.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2J8L42W0TTPKB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 28, 2020",Sandra Kirkpatrick,yes,yes,Will you send replacement?,I followed instruction to a tee. It never turned pink and it set up in less then a minute. I would like a replacement that will work. I still have the casting powder and everything else. I just want one that actually works please. Also there was a hole in the bucket which I patched and a hole in the casting powder bag.,Not in violation,No violation of Amazon guidelines,,"Violation, packaging damage/shipping damage ""Also there was a hole in the bucket which I patched and a hole inthe casting powder bag""",,,1,-,-,https://www.amazon.com/gp/customer-reviews/RSCJ8DL59NIG3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on June 14, 2020",KatKat,yes,yes,So disappointed,We couldn’t even get the mold powder mixed into the water before it was too hard to get hands into. This was supposed to be a Father’s Day gift and now I can’t find a replacement in time.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,https://images-na.ssl-images-amazon.com/images/I/712iyX29mZL.jpg,-,https://www.amazon.com/gp/customer-reviews/R110BKKBTS8ENQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on February 10, 2020",Amazon Customer,yes,yes,Disappointing!,"Powder mixture didn’t fit in container with water. Mix hardened and clumped within seconds of trying to stir mix. Unusable, so disappointed in this crummy Christmas gift.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1FDO4SY8VUQJM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on August 25, 2019",Allison F.,yes,yes,Had to throw it away,This set within 10 seconds of pouring the molding powder into the water and we didn’t even have time to put our hands in before the mold was completely hard.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R252YC1OYSPWN1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 26, 2021",Amazon Customer,yes,yes,Failure,My girlfriend broke up with me because I read the directions wrong,Violation,Not relevant to the product and contains personal information.,Maybe. The customer admits to misusing the product which is not a product issue. Could make an argument to have it removed.,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2DYHY384O4ZA0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on July 27, 2017",Amazon Customer,yes,yes,Arrived broken,ARRIVED DEFECTIVE .  My mother passed away so I bought this for my father and I and it arrived broken the container. Still hasn't reached out to me,Violation,"Seller, order, or shipping feedback",Correct. Arrived broken falls under shipping feedback.,Violation; packaging/shipping.,,,1,-,-,https://www.amazon.com/gp/customer-reviews/REN9EF9J9MOW2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
